region,mean_prev
Trinidad and Tobago,0.09290490829401668
United States Virgin Islands,0.11083337103514786
Colombia,0.09054210753457533
Costa Rica,0.08767853108621264
El Salvador,0.0884830639474722
Guatemala,0.0738956603920807
Honduras,0.07427689669553904
Mexico,0.0834282298310472
Nicaragua,0.07380438740264958
Panama,0.08807300202130934
Venezuela (Bolivarian Republic of),0.0859786236056131
Brazil,0.07964624767521646
Paraguay,0.07556185402983624
Afghanistan,0.0584744595344945
Algeria,0.0705358870947323
Bahrain,0.05838099621660699
Egypt,0.06800334021159796
Iran (Islamic Republic of),0.06338785934119023
Iraq,0.06458375369511347
Jordan,0.0645441713652713
Kuwait,0.05287514822709754
Lebanon,0.07888034626712215
Libya,0.06510038561146339
Morocco,0.07528036189369774
Oman,0.043395561205215455
Palestine,0.06430387794277545
Qatar,0.04186547452141635
Saudi Arabia,0.05017116593806249
Sudan,0.06203401432810178
Syrian Arab Republic,0.07979717588807982
Tunisia,0.08052337128244255
Türkiye,0.07976390770338335
United Arab Emirates,0.0414386002451788
Yemen,0.05872167809094611
Bangladesh,0.08674726063891361
Bhutan,0.08031191520716809
India,0.09548315250890108
Nepal,0.08629813558829538
Pakistan,0.0749239053476656
China,0.10557456586956815
Democratic People's Republic of Korea,0.10642129609970144
Taiwan (Province of China),0.15603270383796097
American Samoa,0.09770681939481853
Cook Islands,0.11420872859287434
Fiji,0.08779836669336896
Guam,0.10579242159075815
Kiribati,0.07776687359414655
Marshall Islands,0.07592082755096677
Micronesia (Federated States of),0.0851443847075299
Nauru,0.06449033569036983
Niue,0.11127240997517782
Northern Mariana Islands,0.1095861857009605
Palau,0.0964499090824431
Papua New Guinea,0.07198119936169868
Samoa,0.08934187649740453
Solomon Islands,0.0719533730515216
Tokelau,0.10003329747562457
Tonga,0.09457152500685255
Tuvalu,0.09437935990926676
Vanuatu,0.08152487962945068
Cambodia,0.08368842537463336
Indonesia,0.08560075015281493
Lao People's Democratic Republic,0.07814249887375309
Malaysia,0.0873918875215781
Maldives,0.06497228284612147
Mauritius,0.10737084556796163
Myanmar,0.0892625023965096
Philippines,0.08470066076210532
Seychelles,0.09410546445949691
Sri Lanka,0.10249637955630406
Thailand,0.10751792636076553
Timor-Leste,0.08996028445983055
Viet Nam,0.08910544800938552
Angola,0.06636860147604565
Central African Republic,0.06673279318692008
Congo,0.06761412778315144
Democratic Republic of the Congo,0.06785236535056115
Equatorial Guinea,0.06148675664179811
Gabon,0.07442045494331703
Burundi,0.06623486083333992
Comoros,0.07883147966797992
Djibouti,0.06425918666995718
Eritrea,0.06398141548111981
Ethiopia,0.06676934859376141
Kenya,0.06704119188776682
Madagascar,0.06642171122765178
Malawi,0.0670325440439825
Mozambique,0.0685114759765228
Rwanda,0.0683226365616155
Somalia,0.06276890922804301
South Sudan,0.07049727562271361
Uganda,0.06652209880363374
United Republic of Tanzania,0.07032298734937462
Zambia,0.06357055706267503
Botswana,0.06729029041305239
Eswatini,0.06887413618842159
Lesotho,0.07252749854593042
Namibia,0.0741734042125712
South Africa,0.07868531970266354
Zimbabwe,0.06869966340312211
Benin,0.068103746895437
Burkina Faso,0.0689679856867005
Cabo Verde,0.07842371235019686
Cameroon,0.06620895378490334
Chad,0.06911197333119959
Côte d'Ivoire,0.06360008266253374
Gambia,0.06858601366124167
Ghana,0.06963338233657004
Guinea,0.07194478106201029
Guinea-Bissau,0.06325830517155906
Liberia,0.06572505058135303
Mali,0.07183522455666881
Mauritania,0.07585587772819315
Niger,0.0704107479707855
Nigeria,0.06928808585629746
Sao Tome and Principe,0.07013705870338131
Senegal,0.07398932085819769
Sierra Leone,0.06829509584748686
Togo,0.0681041012614811
