var,mean,lower_95,upper_95
beta_p_x_sex,0.005456177626235105,-0.026051164942234136,0.03818610295149801
beta_p_x_lpa,0.0285509928138687,0.000889761362703102,0.08340494431518368
beta_p_x_sev,0.13380492578011766,0.026678770352726366,0.2555982140849612
beta_p_x_sdi,0.0,0.0,0.0
