age,mean,lower_ci,upper_ci
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,2.839787303728288e-07,2.3173027509584964e-14,1.4628827197519335e-06
31,0.003596140833159182,6.636163480556147e-05,0.006627519196129777
32,0.0071919976875881786,0.00013234051262450138,0.013255034084275093
33,0.010787854542017136,0.00019850907950128168,0.019882538992885897
34,0.01438371139644611,0.00026459368861467524,0.026509778324951726
35,0.01797956825087489,0.0003307396527854573,0.03313701765701755
36,0.020544620149186094,0.004465512441738845,0.03548587902250744
37,0.023109672047497573,0.00800127287241,0.03816740151394876
38,0.02567472394580899,0.011247603476453424,0.041067047384721334
39,0.0282397758441208,0.014358639821230798,0.044119649765695004
40,0.0308048277424317,0.017022123672773587,0.04745986032562302
41,0.033353309218272925,0.018833940488960414,0.05048772162963843
42,0.035901790694115226,0.02080646363171094,0.054085475260784124
43,0.03845027216995695,0.022845766365747835,0.05805426869629055
44,0.04099875364579754,0.02497301256717902,0.06222869002789446
45,0.04354723512164045,0.02681368718737583,0.06658216140883223
46,0.04706906876582631,0.029782595132719053,0.07099191357082957
47,0.05059090241001074,0.032422560676351624,0.07585843969362896
48,0.054112736054197114,0.034838940377440834,0.08101612241354712
49,0.05763456969838178,0.03703673365431278,0.08646251380427152
50,0.06115640334256576,0.039180444394349465,0.09228995010252362
51,0.06627986402422317,0.04343838024464155,0.09788202963143051
52,0.07140332470588225,0.04730623931384056,0.10454816469358821
53,0.07652678538753764,0.05082450196182696,0.1117724664551276
54,0.08165024606919374,0.05422100115625728,0.1194281499114304
55,0.08677370675085228,0.05718337160290036,0.12781257042556357
56,0.09392929083812074,0.06338982022800181,0.13561964890248437
57,0.1010848749253916,0.06899495635814643,0.14419979209604109
58,0.10824045901266459,0.07411368802698047,0.15313208332045133
59,0.1153960430999267,0.07872271734584287,0.16329942943878278
60,0.12255162718719755,0.08284165656246156,0.1745297813877513
61,0.13235853219371,0.09136883593138682,0.18507301185348385
62,0.14216543720023028,0.0992773940733527,0.19700819371026482
63,0.1519723422067478,0.10644593220206662,0.21070017316949077
64,0.1617792472132647,0.11254201374481791,0.2250289810342272
65,0.1715861522197781,0.11854097409348426,0.2398376814638679
66,0.1840212613777269,0.13040681183026517,0.25178578447153477
67,0.19645637053567344,0.14107139809116334,0.26595024125488115
68,0.20889147969362207,0.1502574275164666,0.28280936018140573
69,0.2213265888515711,0.15829611698108328,0.30117930449195507
70,0.2337616980095182,0.16581382519515062,0.32111154070396924
71,0.24731782118952314,0.1781784517777331,0.33383063319931733
72,0.26087394436951855,0.18888263480993325,0.3491147906614564
73,0.2744300675495241,0.19811452885583655,0.36711144240460797
74,0.28798619072951503,0.2055599345069114,0.38715289320181706
75,0.30154231390950986,0.21257973703956393,0.40933903099177
76,0.3158702489245176,0.22659597609540527,0.4240679293030515
77,0.3301981839395096,0.23822474686693068,0.4413204759787004
78,0.3445261189545166,0.24782272076117992,0.46407621580037506
79,0.3588540539694995,0.2559368974304308,0.4871813665912222
80,0.3731819889845016,0.2629332938479313,0.5129880761453132
81,0.38818873280152827,0.27658847973585055,0.5276199667834949
82,0.4031954766185461,0.2878119450621612,0.5447931758691891
83,0.4182022204355619,0.2961087737126248,0.5669895154070037
84,0.4332089642526055,0.3038402888276549,0.5936814418192216
85,0.44821570806963534,0.3092244159905834,0.6208734941655665
86,0.46368745133524114,0.32167655972370496,0.6381456139133369
87,0.47915919460086115,0.33120447666045905,0.6581323767114984
88,0.49463093786646234,0.339936669766268,0.6813135820099873
89,0.5101026811320809,0.34659210425325415,0.7103612388927647
90,0.5255744243977084,0.3536252242856504,0.7399123853159194
91,0.5419282113278585,0.3642816770726241,0.7566214893559661
92,0.5582819982580363,0.3751132143171203,0.7775540362640252
93,0.5746357851882311,0.3837929650772963,0.8043663066661628
94,0.5909895721184056,0.3919181160547876,0.8329073287465846
95,0.6073431271150139,0.3982946270607602,0.8646713152325859
96,0.6237860037386037,0.4074633283053553,0.8791123817196979
97,0.6402287910224188,0.4162605846463225,0.8969633009854614
98,0.6566712654091994,0.4241415824800489,0.9171436677594181
99,0.6731125011262284,0.4311716943444945,0.9447425094215439
100,0.6894794508048342,0.43667188017327896,0.9752358498203065
