original_row_id,location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,ethnicity,Patients with AMD,split_stage,x_lpa,x_sdi,x_sev,data_type,upper_ci,lower_ci
48,United States of America,102,Intermediate,5,Male,1,2002,45,54,198,0.005050505050505,0.0050377351057951,African ancestry,1.0,Intermediate,14.397347186789618,0.800403318,35.72280720992363,p,,
49,United States of America,102,Intermediate,5,Female,2,2002,45,54,252,0.0039682539682539,0.0039603726219075,African ancestry,1.0,Intermediate,25.943561402943587,0.800403318,31.09972484695071,p,,
50,United States of America,102,Intermediate,5,Male,1,2002,55,64,211,0.0189573459715639,0.0093883978528301,African ancestry,4.0,Intermediate,14.397347186789618,0.800403318,35.72280720992363,p,,
51,United States of America,102,Intermediate,5,Female,2,2002,55,64,253,0.0276679841897233,0.0103118311191583,African ancestry,7.0,Intermediate,25.943561402943587,0.800403318,31.09972484695071,p,,
52,United States of America,102,Intermediate,5,Male,1,2002,65,74,230,0.0130434782608695,0.0074813815091714,African ancestry,3.0,Intermediate,14.397347186789618,0.800403318,35.72280720992363,p,,
53,United States of America,102,Intermediate,5,Female,2,2002,65,74,252,0.0277777777777777,0.010352166562499,African ancestry,7.0,Intermediate,25.943561402943587,0.800403318,31.09972484695071,p,,
54,United States of America,102,Intermediate,5,Male,1,2002,75,85,84,0.0238095238095238,0.0166342412144231,African ancestry,2.0,Intermediate,14.397347186789618,0.800403318,35.72280720992363,p,,
55,United States of America,102,Intermediate,5,Female,2,2002,75,85,103,0.087378640776699,0.0278246265709492,African ancestry,9.0,Intermediate,25.943561402943587,0.800403318,31.09972484695071,p,,
64,United States of America,102,Intermediate,5,Both,3,1993,65,84,615,0.1284552845528455,0.0134922154263503,African ancestry,79.0,Intermediate,20.78260629701648,0.773103517,38.20520732392997,p,,
