age,mean,lower_ci,upper_ci
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,1.0145550746194577e-06,4.3442557688971944e-07,1.600196212591385e-06
31,0.00026762611844159424,0.00012154912805045633,0.000513508542125584
32,0.0005379915700935223,0.00024263553796253714,0.001036041992284758
33,0.0008097165409167371,0.0003642505399686498,0.0015619303054872212
34,0.001081507579668728,0.00048578559853845434,0.0020871754543313557
35,0.001352065479116047,0.0006088100848940401,0.002605311920393272
36,0.0016187983711931809,0.0007313449290749902,0.0031097200656464456
37,0.0018827965844407228,0.0008537295888798359,0.0036080276329256895
38,0.002146706920355196,0.000978906737265758,0.004095490340628243
39,0.002415280586856788,0.001105356962036707,0.0046002479462132154
40,0.0026932797398901286,0.0012337354915585067,0.005126253645488731
41,0.002905804340221444,0.0013414943583056583,0.005481157583076434
42,0.003115833493783675,0.001433314070073111,0.005844681317480801
43,0.00332725668903067,0.0015346467791669165,0.006237971184420813
44,0.003543972202578604,0.0016382741445917913,0.006658798178841444
45,0.0037694596662692973,0.001730069118773724,0.007093300425738736
46,0.004004871349975799,0.0018264083173509338,0.007571176725671719
47,0.00424792588872339,0.00192233860064437,0.008072780696197709
48,0.00448348080653519,0.0020143618574197356,0.008562617871983313
49,0.004707552170771408,0.0021110747204233734,0.008994736595765981
50,0.0049269425415927395,0.00220855922713155,0.009396727212415199
51,0.005282305981471034,0.0023927757806926145,0.010039822971387915
52,0.00564541449021712,0.0025761198675995777,0.010715090879471229
53,0.006014792167387597,0.002754973851285063,0.011349603084079157
54,0.006387193447838951,0.002940124874143814,0.012031091900442409
55,0.006740298735567705,0.003112804465124341,0.012699090821861969
56,0.007118672790658426,0.0033070490740137065,0.013361476904294345
57,0.007453785320304087,0.003466369155269329,0.014033900858740378
58,0.007769896457130039,0.0036176468823127497,0.014633288841394709
59,0.008049042962045838,0.0037733440603439335,0.01511470606427218
60,0.008333736312795633,0.003938263538864171,0.015582929036107751
61,0.0089236493096776,0.004300879808561233,0.01645164654429379
62,0.009555578519147673,0.004626589899999126,0.0176042260061703
63,0.010229712748991303,0.0049573795903496,0.018881258957816137
64,0.01096145697919812,0.005262269739716223,0.0202971370713987
65,0.011712494194241507,0.005578244928012739,0.02186290096257175
66,0.012437104183622968,0.005910086527581751,0.02330982839260346
67,0.013106188652238676,0.0061945109901083905,0.024612404729354918
68,0.013752485257311084,0.006475264383009982,0.025714559180894204
69,0.014376923896917384,0.006784995695294518,0.026802231975784456
70,0.015039135458764187,0.007098198839719258,0.027987783332637184
71,0.01625132478634492,0.007920750659537356,0.02970426543015679
72,0.017556035119351127,0.008569365107427483,0.03213313092005133
73,0.018464854158641308,0.009194297297796443,0.033258699363429026
74,0.019625800832661872,0.009767439918849517,0.0353909861953326
75,0.02056742765250766,0.010056453475745342,0.03742076044574955
76,0.02169845976417666,0.010709860924059827,0.03909785644157585
77,0.02289758615170373,0.011308348283558905,0.041124700951438026
78,0.024038133216744147,0.01187705706261877,0.04320881375471483
79,0.02521698941527681,0.012307565381171032,0.04564192436452082
80,0.026367840586759218,0.012806956618492736,0.04790166872782291
81,0.027593944466440572,0.013504973327875494,0.0497062986220504
82,0.02879965307420371,0.0140884558745346,0.051422843560166125
83,0.030254081945101794,0.0148322853482826,0.054049490799722585
84,0.03174753374423976,0.015499072744547728,0.05686160075370771
85,0.033264041867596635,0.016256811682418243,0.059696514322735136
86,0.034695624327836565,0.01692980795306215,0.062479145078005345
87,0.03615862716418704,0.017516905843957705,0.0653289369107731
88,0.03760673327116003,0.01817192221076712,0.06802367414517607
89,0.03900852251382842,0.018724592403945327,0.07107506494445118
90,0.04041249572920344,0.019304459741690767,0.07407207334736134
91,0.041634238384605955,0.01992704422225642,0.07607798387835525
92,0.04293650186986834,0.02046398594335017,0.07888139004779393
93,0.04424264424271551,0.021083240953683555,0.08149167867907219
94,0.04563481531580331,0.021638045663667994,0.08482634955858931
95,0.04732629129944916,0.022134542797972907,0.08959442425444253
96,0.04850490872461768,0.022499605304560133,0.09236617984869205
97,0.04968346509265148,0.022883272259942924,0.09521009523894997
98,0.050861971291424155,0.02320643351091605,0.09823728943241145
99,0.052040419772913786,0.023545579480352703,0.10133074448177652
100,0.053218810446425395,0.023883229839872053,0.10441057109823204
