location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,x_sdi,x_tob
United States of America,102,Early to intermediate,2,Female,2,2004,70,79,296.0,0.4189189189189189,0.028677249805160506,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,80,95,45.0,0.6666666666666666,0.07027283689263066,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,80,95,73.0,0.5205479452054794,0.05847113583053416,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,40,49,957.0,0.0,0.0,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,40,49,1339.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,50,59,739.0,0.0040595399188092015,0.0023390142998857637,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,50,59,1055.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,60,69,470.0,0.002127659574468085,0.002125394901581,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,60,69,665.0,0.0015037593984962407,0.0015026283269571178,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,70,79,236.0,0.012711864406779662,0.007292401696310551,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,70,79,296.0,0.0033783783783783786,0.003372666830120673,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,80,95,45.0,0.022222222222222223,0.02197392144324641,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,80,95,73.0,0.0958904109589041,0.03446170001233583,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,40,49,957.0,0.0010449320794148381,0.001044385995197028,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,40,49,1339.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,50,59,739.0,0.0013531799729364006,0.001352264114981777,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,50,59,1055.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,60,69,470.0,0.00425531914893617,0.0030025561478537934,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,60,69,665.0,0.004511278195488722,0.002598706029810004,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,70,79,236.0,0.00423728813559322,0.0042283013001622955,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,70,79,296.0,0.0033783783783783786,0.003372666830120673,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,80,95,45.0,0.1111111111111111,0.04684855792842043,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,80,95,73.0,0.0547945205479452,0.026636076335416026,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,40,49,957.0,0.16509926854754442,0.012001458465558808,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,40,49,1339.0,0.1463778939507095,0.00966007026452227,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,50,59,739.0,0.2313937753721245,0.015513349094355961,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,50,59,1055.0,0.1981042654028436,0.012270990930605335,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,60,69,470.0,0.33404255319148934,0.021755807532252768,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,60,69,665.0,0.28421052631578947,0.017490487341387466,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,70,79,236.0,0.3855932203389831,0.03168375838857197,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,70,79,296.0,0.4189189189189189,0.028677249805160506,0.805304692,0.205929313
United States of America,102,Early to intermediate,2,Male,1,2004,80,95,45.0,0.6666666666666666,0.07027283689263066,0.805304692,0.255691086
United States of America,102,Early to intermediate,2,Female,2,2004,80,95,73.0,0.5205479452054794,0.05847113583053416,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,40,49,957.0,0.0,0.0,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,40,49,1339.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,50,59,739.0,0.0040595399188092015,0.0023390142998857637,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,50,59,1055.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,60,69,470.0,0.002127659574468085,0.002125394901581,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,60,69,665.0,0.0015037593984962407,0.0015026283269571178,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,70,79,236.0,0.012711864406779662,0.007292401696310551,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,70,79,296.0,0.0033783783783783786,0.003372666830120673,0.805304692,0.205929313
United States of America,102,Late-wet,6,Male,1,2004,80,95,45.0,0.022222222222222223,0.02197392144324641,0.805304692,0.255691086
United States of America,102,Late-wet,6,Female,2,2004,80,95,73.0,0.0958904109589041,0.03446170001233583,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,40,49,957.0,0.0010449320794148381,0.001044385995197028,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,40,49,1339.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,50,59,739.0,0.0013531799729364006,0.001352264114981777,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,50,59,1055.0,0.0,0.0,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,60,69,470.0,0.00425531914893617,0.0030025561478537934,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,60,69,665.0,0.004511278195488722,0.002598706029810004,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,70,79,236.0,0.00423728813559322,0.0042283013001622955,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,70,79,296.0,0.0033783783783783786,0.003372666830120673,0.805304692,0.205929313
United States of America,102,Late-dry,7,Male,1,2004,80,95,45.0,0.1111111111111111,0.04684855792842043,0.805304692,0.255691086
United States of America,102,Late-dry,7,Female,2,2004,80,95,73.0,0.0547945205479452,0.026636076335416026,0.805304692,0.205929313
India,163,Late,3,Both,3,1996,40,49,1424.0,0.009129213483146067,0.0025204042256952624,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,50,59,1047.0,0.013371537726838587,0.0035497204788805113,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,60,69,899.0,0.034482758620689655,0.006085568733159066,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,70,95,353.0,0.036827195467422094,0.010024185080076159,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,40,49,1424.0,0.009129213483146067,0.0025204042256952624,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,50,59,1047.0,0.013371537726838587,0.0035497204788805113,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,60,69,899.0,0.034482758620689655,0.006085568733159066,0.370018644,0.198727611
India,163,Late,3,Both,3,1996,70,95,353.0,0.036827195467422094,0.010024185080076159,0.370018644,0.198727611
United States of America,102,Intermediate,5,Male,1,1997,50,59,491.0,0.24643584521384929,0.01944783714106918,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,50,59,779.0,0.24005134788189988,0.015302960953472222,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,60,69,347.0,0.31412103746397696,0.024917674900350812,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,60,69,512.0,0.322265625,0.020653885641129948,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,70,79,214.0,0.26635514018691586,0.03021806103205547,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,70,79,300.0,0.3566666666666667,0.027655955088404592,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,80,95,36.0,0.3888888888888889,0.08124967025363077,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,80,95,97.0,0.21649484536082475,0.041817574770924106,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,50,59,491.0,0.06924643584521385,0.011457116267761766,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,50,59,779.0,0.051347881899871634,0.007907624318812952,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,60,69,347.0,0.07780979827089338,0.014380124929208487,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,60,69,512.0,0.0859375,0.012386377826138498,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,70,79,214.0,0.21962616822429906,0.028300004495839522,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,70,79,300.0,0.16333333333333333,0.02134287980846349,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,80,95,36.0,0.16666666666666666,0.06211299937499416,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,80,95,97.0,0.36082474226804123,0.04876096203849991,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,50,59,491.0,0.0,0.0,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,50,59,779.0,0.0012836970474967907,0.0012828728438500265,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,60,69,347.0,0.008645533141210375,0.004969876954134296,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,60,69,512.0,0.001953125,0.0019512167191340064,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,70,79,214.0,0.009345794392523364,0.006577521377784732,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,70,79,300.0,0.006666666666666667,0.0046983054470813275,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,80,95,36.0,0.027777777777777776,0.027389258255090816,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,80,95,97.0,0.05154639175257732,0.02245025686943882,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,50,59,491.0,0.24643584521384929,0.01944783714106918,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,50,59,779.0,0.24005134788189988,0.015302960953472222,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,60,69,347.0,0.31412103746397696,0.024917674900350812,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,60,69,512.0,0.322265625,0.020653885641129948,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,70,79,214.0,0.26635514018691586,0.03021806103205547,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,70,79,300.0,0.3566666666666667,0.027655955088404592,0.783979278,0.236761143
United States of America,102,Intermediate,5,Male,1,1997,80,95,36.0,0.3888888888888889,0.08124967025363077,0.783979278,0.277847869
United States of America,102,Intermediate,5,Female,2,1997,80,95,97.0,0.21649484536082475,0.041817574770924106,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,50,59,491.0,0.06924643584521385,0.011457116267761766,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,50,59,779.0,0.051347881899871634,0.007907624318812952,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,60,69,347.0,0.07780979827089338,0.014380124929208487,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,60,69,512.0,0.0859375,0.012386377826138498,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,70,79,214.0,0.21962616822429906,0.028300004495839522,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,70,79,300.0,0.16333333333333333,0.02134287980846349,0.783979278,0.236761143
United States of America,102,Early,4,Male,1,1997,80,95,36.0,0.16666666666666666,0.06211299937499416,0.783979278,0.277847869
United States of America,102,Early,4,Female,2,1997,80,95,97.0,0.36082474226804123,0.04876096203849991,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,50,59,491.0,0.0,0.0,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,50,59,779.0,0.0012836970474967907,0.0012828728438500265,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,60,69,347.0,0.008645533141210375,0.004969876954134296,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,60,69,512.0,0.001953125,0.0019512167191340064,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,70,79,214.0,0.009345794392523364,0.006577521377784732,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,70,79,300.0,0.006666666666666667,0.0046983054470813275,0.783979278,0.236761143
United States of America,102,Late,3,Male,1,1997,80,95,36.0,0.027777777777777776,0.027389258255090816,0.783979278,0.277847869
United States of America,102,Late,3,Female,2,1997,80,95,97.0,0.05154639175257732,0.02245025686943882,0.783979278,0.236761143
China,6,Late,3,Male,1,2002,50,95,153.0,0.1503267973856209,0.02889338655738144,0.560542936,0.511028912
China,6,Late,3,Female,2,2002,50,95,188.0,0.1595744680851064,0.02670867828728183,0.560542936,0.040314732
China,6,Late,3,Both,3,2002,50,59,70.66666666666666,0.05660377358490566,0.027489222519545213,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,60,69,103.66666666666666,0.13504823151125403,0.03356764155529249,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,70,79,127.0,0.2020997375328084,0.035633240433548916,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,80,95,39.666666666666664,0.23529411764705882,0.06735035622442352,0.560542936,0.279868805
China,6,Late-wet,6,Both,3,2002,50,95,341.0,0.01857282502443793,0.007311236520426848,0.560542936,0.279868805
China,6,Late-dry,7,Both,3,2002,50,95,341.0,0.13685239491691104,0.01861193582617626,0.560542936,0.279868805
China,6,Late,3,Male,1,2002,50,95,153.0,0.1503267973856209,0.02889338655738144,0.560542936,0.511028912
China,6,Late,3,Female,2,2002,50,95,188.0,0.1595744680851064,0.02670867828728183,0.560542936,0.040314732
China,6,Late,3,Both,3,2002,50,59,70.66666666666666,0.05660377358490566,0.027489222519545213,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,60,69,103.66666666666666,0.13504823151125403,0.03356764155529249,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,70,79,127.0,0.2020997375328084,0.035633240433548916,0.560542936,0.279868805
China,6,Late,3,Both,3,2002,80,95,39.666666666666664,0.23529411764705882,0.06735035622442352,0.560542936,0.279868805
China,6,Late-wet,6,Both,3,2002,50,95,341.0,0.01857282502443793,0.007311236520426848,0.560542936,0.279868805
China,6,Late-dry,7,Both,3,2002,50,95,341.0,0.13685239491691104,0.01861193582617626,0.560542936,0.279868805
Norway,90,Late,3,Both,3,2006,65,95,372.0,0.03494623655913978,0.009521480682139516,0.868588435,0.246720391
Estonia,58,Late,3,Both,3,2006,65,95,457.0,0.038293216630196934,0.00897685404318867,0.774451842,0.337977073
United Kingdom,95,Late,3,Both,3,2006,65,95,317.0,0.03785488958990536,0.010718935296608296,0.806817046,0.266325592
France,80,Late,3,Both,3,2006,65,95,351.5,0.029871977240398292,0.009079958111481106,0.79232192,0.339939429
Italy,86,Late,3,Both,3,2006,65,95,302.5,0.03636363636363636,0.010762856592462615,0.768402408,0.267720573
Greece,82,Late,3,Both,3,2006,65,95,293.5,0.04770017035775128,0.012440641222318994,0.760209696,0.433687387
Spain,92,Late,3,Both,3,2006,65,95,283.0,0.014134275618374558,0.007017015631912913,0.721970128,0.392176126
Norway,90,Late,3,Both,3,2006,65,95,372.0,0.03494623655913978,0.009521480682139516,0.868588435,0.246720391
Estonia,58,Late,3,Both,3,2006,65,95,457.0,0.038293216630196934,0.00897685404318867,0.774451842,0.337977073
United Kingdom,95,Late,3,Both,3,2006,65,95,317.0,0.03785488958990536,0.010718935296608296,0.806817046,0.266325592
France,80,Late,3,Both,3,2006,65,95,351.5,0.029871977240398292,0.009079958111481106,0.79232192,0.339939429
Italy,86,Late,3,Both,3,2006,65,95,302.5,0.03636363636363636,0.010762856592462615,0.768402408,0.267720573
Greece,82,Late,3,Both,3,2006,65,95,293.5,0.04770017035775128,0.012440641222318994,0.760209696,0.433687387
Spain,92,Late,3,Both,3,2006,65,95,283.0,0.014134275618374558,0.007017015631912913,0.721970128,0.392176126
Greece,82,Late-wet,6,Male,1,2000,60,64,161.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,60,64,150.0,0.006666666666666667,0.006644407283433801,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,65,69,486.0,0.006172839506172839,0.0035528738609785213,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,65,69,408.0,0.00980392156862745,0.004877872379153936,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,70,74,388.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,70,74,306.0,0.006535947712418301,0.00460648487904945,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,75,79,180.0,0.011111111111111112,0.007812971522121846,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,75,79,198.0,0.015151515151515152,0.008681207714044554,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,80,95,137.0,0.058394160583941604,0.020033599986540574,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,80,95,140.0,0.06428571428571428,0.020728355531302284,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,60,64,161.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,60,64,150.0,0.006666666666666667,0.006644407283433801,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,65,69,486.0,0.00205761316872428,0.0020554951926933665,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,65,69,408.0,0.0024509803921568627,0.0024479748969832415,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,70,74,388.0,0.020618556701030927,0.007214217031159615,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,70,74,306.0,0.016339869281045753,0.007247464725281274,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,75,79,180.0,0.016666666666666666,0.009541980020732036,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,75,79,198.0,0.025252525252525252,0.011149769037988365,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,80,95,137.0,0.058394160583941604,0.020033599986540574,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,80,95,140.0,0.02857142857142857,0.014080153722988034,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,60,64,161.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,60,64,150.0,0.006666666666666667,0.006644407283433801,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,65,69,486.0,0.006172839506172839,0.0035528738609785213,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,65,69,408.0,0.00980392156862745,0.004877872379153936,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,70,74,388.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,70,74,306.0,0.006535947712418301,0.00460648487904945,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,75,79,180.0,0.011111111111111112,0.007812971522121846,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,75,79,198.0,0.015151515151515152,0.008681207714044554,0.73271054,0.34892867
Greece,82,Late-wet,6,Male,1,2000,80,95,137.0,0.058394160583941604,0.020033599986540574,0.73271054,0.502183354
Greece,82,Late-wet,6,Female,2,2000,80,95,140.0,0.06428571428571428,0.020728355531302284,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,60,64,161.0,0.0,0.0,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,60,64,150.0,0.006666666666666667,0.006644407283433801,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,65,69,486.0,0.00205761316872428,0.0020554951926933665,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,65,69,408.0,0.0024509803921568627,0.0024479748969832415,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,70,74,388.0,0.020618556701030927,0.007214217031159615,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,70,74,306.0,0.016339869281045753,0.007247464725281274,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,75,79,180.0,0.016666666666666666,0.009541980020732036,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,75,79,198.0,0.025252525252525252,0.011149769037988365,0.73271054,0.34892867
Greece,82,Late-dry,7,Male,1,2000,80,95,137.0,0.058394160583941604,0.020033599986540574,0.73271054,0.502183354
Greece,82,Late-dry,7,Female,2,2000,80,95,140.0,0.02857142857142857,0.014080153722988034,0.73271054,0.34892867
United States of America,102,Intermediate,5,Male,1,2002,45,54,778.0,0.014138817480719794,0.004232769596709237,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,45,54,891.0,0.012345679012345678,0.003699313374283907,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,55,64,814.0,0.02702702702702703,0.005683780842427959,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,55,64,900.0,0.023333333333333334,0.005031996388544112,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,65,74,836.0,0.0430622009569378,0.007020803656141415,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,65,74,866.0,0.042725173210161664,0.006872287017453354,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,75,85,364.0,0.1043956043956044,0.0160268629386779,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,75,85,398.0,0.11306532663316583,0.015873364953309623,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,45,54,296.0,0.016891891891891893,0.007490208897288199,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,45,54,327.0,0.01834862385321101,0.0074217532684460255,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,55,64,316.0,0.03164556962025317,0.009847592962927039,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,55,64,361.0,0.024930747922437674,0.008206005119971011,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,65,74,341.0,0.06451612903225806,0.013303781806049176,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,65,74,326.0,0.046012269938650305,0.01160377833454469,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,75,85,163.0,0.12883435582822086,0.026240518543169195,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,75,85,169.0,0.13609467455621302,0.0263760822839334,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,45,54,198.0,0.005050505050505051,0.005037735105795161,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,45,54,252.0,0.003968253968253968,0.003960372621907537,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,55,64,211.0,0.018957345971563982,0.009388397852830143,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,55,64,253.0,0.02766798418972332,0.010311831119158307,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,65,74,230.0,0.013043478260869565,0.007481381509171483,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,65,74,252.0,0.027777777777777776,0.010352166562499026,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,75,85,84.0,0.023809523809523808,0.01663424121442314,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,75,85,103.0,0.08737864077669903,0.027824626570949217,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,45,54,185.0,0.02702702702702703,0.011922399277196884,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,45,54,210.0,0.014285714285714285,0.008188735774587298,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,55,64,191.0,0.02617801047120419,0.011552910886104452,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,55,64,183.0,0.02185792349726776,0.010808859621902096,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,65,74,165.0,0.03636363636363636,0.014572976716792602,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,65,74,187.0,0.053475935828877004,0.016452209206870856,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,75,85,70.0,0.11428571428571428,0.03802715003706813,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,75,85,83.0,0.12048192771084337,0.03573092764584767,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,45,54,99.0,0.0,0.0,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,45,54,102.0,0.00980392156862745,0.009755744758307872,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,55,64,96.0,0.03125,0.017758049084617,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,55,64,103.0,0.009708737864077669,0.009661493117216525,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,65,74,100.0,0.05,0.021794494717703367,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,65,74,101.0,0.04950495049504951,0.021584329292458206,0.800403318,0.217634955
United States of America,102,Intermediate,5,Male,1,2002,75,85,47.0,0.14893617021276595,0.05193166283277496,0.800403318,0.266262961
United States of America,102,Intermediate,5,Female,2,2002,75,85,43.0,0.06976744186046512,0.038849724166723575,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,45,54,778.0,0.0,0.0,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,45,54,891.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,55,64,816.0,0.0024509803921568627,0.00173097964983129,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,55,64,902.0,0.0022172949002217295,0.0015661250865233185,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,65,74,841.0,0.0047562425683709865,0.00237245908261748,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,65,74,868.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,75,85,377.0,0.026525198938992044,0.008276010001147614,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,75,85,411.0,0.021897810218978103,0.0072189086878679575,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,45,54,296.0,0.0,0.0,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,45,54,327.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,55,64,317.0,0.0031545741324921135,0.003149594533282706,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,55,64,361.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,65,74,343.0,0.0058309037900874635,0.004111033419438258,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,65,74,327.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,75,85,169.0,0.03550295857988166,0.014234406710161029,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,75,85,175.0,0.022857142857142857,0.011297204174371392,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,45,54,198.0,0.0,0.0,0.800403318,0.266262961
United States of America,102,Late,3,Female,2,2002,45,54,252.0,0.0,0.0,0.800403318,0.217634955
United States of America,102,Late,3,Male,1,2002,55,64,211.0,0.0,0.0,0.800403318,0.266262961
