age,mean,lower_ci,upper_ci
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,2.890639147078161e-07,2.860800455539603e-14,1.43648853161495e-06
41,0.0002712172661512597,0.0001548381937502675,0.0004302932546856933
42,0.0005421454683878124,0.0003092762521426487,0.0008604679252956598
43,0.000813073670624368,0.00046319577579436697,0.001290697900077019
44,0.0010840018728609257,0.0006174167187979062,0.0017209278748583781
45,0.001354930075097491,0.0007717487694960566,0.0021511578496397374
46,0.0014792067643339477,0.0008604345296730133,0.0023261353525504238
47,0.001603483453570449,0.0009457632058089925,0.0025458471782567396
48,0.0017277601428069451,0.0010136767761006473,0.002757940326141897
49,0.0018520368320434403,0.0010826691244104462,0.0029560598819070812
50,0.0019763135212799263,0.0011424971135337374,0.003149920707766914
51,0.002157895245662519,0.0012675967699237933,0.0034233750257538624
52,0.0023394769700451306,0.0013911791912317396,0.003723904409316853
53,0.002521058694427711,0.0015044235801733236,0.004006383294574717
54,0.0027026404188103185,0.001608426035840774,0.004272770964810203
55,0.00288422214319288,0.001690302435903286,0.0045905422226512295
56,0.003150669213109634,0.0018679947174128249,0.004947477895260674
57,0.003417116283026371,0.0020480748870311425,0.005332688911152612
58,0.0036835633529430723,0.0022080643656369006,0.005790057872888121
59,0.0039500104228598195,0.0023242089863809577,0.00628465657632677
60,0.004216457492776549,0.0024404891317160596,0.006700650103221022
61,0.0045971365721526585,0.0026755048008957286,0.007223388247618024
62,0.0049778156515287745,0.0028948984317311564,0.007771606591900846
63,0.0053584947309049,0.0030978049416783655,0.008398912246957317
64,0.005739173810281044,0.0032819708655675212,0.009087587552689232
65,0.00611985288965718,0.0034923412990303863,0.009819602206360979
66,0.006674510460981071,0.0039086019060715375,0.010530491910248765
67,0.007229168032305071,0.004273369646012624,0.011450425456155227
68,0.007783825603628966,0.004617058928046676,0.012322578371668783
69,0.00833848317495292,0.0049179019746839235,0.01329424064016984
70,0.008893140746276942,0.005176729419619052,0.014220495589628014
71,0.00969877992042318,0.005702064704360083,0.015232078523757646
72,0.010504419094569476,0.006213748233215797,0.016467262779034497
73,0.011310058268715985,0.0067308394765166705,0.01778996515535999
74,0.012115697442862332,0.007232673204682377,0.019181634720620146
75,0.012921336617008746,0.0077118047315804785,0.020749513732045997
76,0.01401653036082822,0.00857550248458342,0.022178040563319963
77,0.01511172410464778,0.009270369900721023,0.023690380137581225
78,0.0162069178484674,0.009837159270592952,0.025683814840908606
79,0.017302111592287183,0.010400899690840827,0.02749184685264343
80,0.018397305336106517,0.01102819846633523,0.029130229317383592
81,0.01972452120404771,0.011869787435243523,0.03130572675624056
82,0.021051737071988683,0.012623579105851188,0.033641194520169476
83,0.02237895293992994,0.013318477299188516,0.035729103925535
84,0.023706168807870878,0.01398343984371016,0.037674754482168865
85,0.02503338467581197,0.014573883744595409,0.03983200455615314
86,0.026410983275341273,0.015356474131176016,0.04197825299092155
87,0.027788581874870717,0.016033207477545865,0.044035673259086285
88,0.029166180474400165,0.01660759384054141,0.0467904964163314
89,0.030543779073929626,0.017225264034871325,0.0497528616256745
90,0.031921377673458616,0.01790570563037296,0.05271281796943167
91,0.03324222149691275,0.018655101369610363,0.055053331756041976
92,0.034563065320366626,0.019311441796754973,0.05736878995893622
93,0.035883909143820995,0.019792921208845224,0.060773087096293046
94,0.03720475296727519,0.02020254826033302,0.06380739363960529
95,0.03852559679072936,0.020640009927315288,0.067130228943363
96,0.03974059568566428,0.02138223949840004,0.06885656789586454
97,0.04095559458060003,0.02203580888072914,0.07076938763216085
98,0.04217059347553548,0.022426743749031634,0.07365363443491142
99,0.04338559237047107,0.02305680958700947,0.0767416910011074
100,0.04460059126540636,0.02362322871339282,0.0798934282001027
