age,sex,mean,lower_ci,upper_ci
39,Female,0.03473949520460343,0.02593749060365261,0.045627611841756115
40,Female,0.03865219046709527,0.028852167634861377,0.0507647781439471
41,Female,0.041560473588351306,0.03173848632109545,0.053522747292818654
42,Female,0.04442139950810652,0.03432271352760365,0.056464828968313105
43,Female,0.04733175798873518,0.03678377288971963,0.05969724150810853
44,Female,0.05020765713381027,0.03914246546435826,0.06322675421659606
45,Female,0.053124978879743344,0.041426175756988697,0.0669326263891957
46,Female,0.05608418763329208,0.04363350680133473,0.070812902136437
47,Female,0.05903423546012927,0.04571860733426137,0.07491083201396473
48,Female,0.06210240403479291,0.04781776707546681,0.07917812807827077
49,Female,0.06519595037934613,0.049879906645129896,0.08347556286366506
50,Female,0.06834689139784568,0.051930947727268764,0.08801444481384854
51,Female,0.07182801739352292,0.05582521573507613,0.09097123434455714
52,Female,0.07517142509383933,0.05935590540547075,0.09389631211530286
53,Female,0.07859956429216187,0.0625533368441833,0.0974051542173375
54,Female,0.08221264440388824,0.06567166591897344,0.10142251534965173
55,Female,0.08580311130034719,0.0685916084540427,0.10569180145180176
56,Female,0.08954416998221573,0.07162011997510077,0.1102028809214132
57,Female,0.09303722532923529,0.0742370409270553,0.11497281504837856
58,Female,0.09641654226003167,0.07660958801296959,0.11975599794125213
59,Female,0.09980371292708395,0.0786861660812853,0.12462900630340222
60,Female,0.10328756334082345,0.080901066364103,0.12989299755733877
61,Female,0.10804313615527042,0.08608918540925507,0.13391336280861196
62,Female,0.11252618760279362,0.09066479465658075,0.13817806990443074
63,Female,0.11745952259905133,0.09540771121558815,0.14325899393493388
64,Female,0.12221071421946662,0.09961311516836305,0.1486149845248379
65,Female,0.12700951328794835,0.10347731751825084,0.15435963494848737
66,Female,0.13191877952621325,0.10729697441932633,0.16086373039198598
67,Female,0.1366877587898567,0.11073323300316619,0.16752036017669414
68,Female,0.141586009290779,0.11399892639786517,0.17440392750438918
69,Female,0.14612198564263795,0.1168541470785095,0.18109078921284785
70,Female,0.15097199127960428,0.11979226662395161,0.18839691854611723
71,Female,0.15756944204259332,0.12674363845553077,0.19443359189159765
72,Female,0.1628553897501458,0.1321310122364861,0.19954770271289954
73,Female,0.16966943091172842,0.13873843664849428,0.20677147579810368
74,Female,0.17546863043195354,0.14371677314892597,0.21338606849821518
75,Female,0.179779523931213,0.14692560417251754,0.21931616460892428
76,Female,0.18725898657764856,0.1525758739568762,0.22897582938758776
77,Female,0.19311161097282212,0.15657456152787133,0.23734970435477132
78,Female,0.19896707973010824,0.16010335008014714,0.24609299840243087
79,Female,0.20112130278126308,0.16053125256207476,0.250634470719437
80,Female,0.20529713759214335,0.16247672762696674,0.25749897455690507
81,Female,0.2107493849146705,0.16863944105194942,0.2615837071310134
82,Female,0.2152560371378123,0.17352968626327092,0.2654983564230088
83,Female,0.2216006549758182,0.17899245184697285,0.27200789080911253
84,Female,0.22771124345345894,0.1841653527330553,0.2791838102281502
85,Female,0.23553479071923042,0.18999748492929236,0.28897538674070294
86,Female,0.24345023417600153,0.19559631070196973,0.29931067865923183
87,Female,0.2497948079866567,0.19891641110700375,0.3087577856140949
88,Female,0.2571670298315548,0.2027770127080652,0.3196020296480923
89,Female,0.26426017614550146,0.20649179705172901,0.33055714742328635
90,Female,0.2714764981469168,0.20996177253068388,0.3424550547676264
91,Female,0.2769964722302869,0.2152598640279962,0.3482254517423076
92,Female,0.2805473043827142,0.21857430116343182,0.35206933298142795
93,Female,0.28762029991343646,0.22420933170486998,0.36036890905628816
94,Female,0.2927688531944565,0.22790963992763022,0.36709493642788377
95,Female,0.3029017736609614,0.23508407430263897,0.3804036813253621
96,Female,0.30640675485824515,0.23719245076213105,0.38600038367371403
97,Female,0.3099117308676589,0.2387618306472928,0.39207215818347796
98,Female,0.3134166629356884,0.240342889545047,0.39856509008900626
99,Female,0.3169215348128967,0.24195234273134208,0.4051910947504041
100,Female,0.32042622629332373,0.2432506816559846,0.4120633873017884
