var,mean,lower_95,upper_95
beta_p_x_sex,-0.0001471452958272834,-0.01938077172171482,0.01857318344685209
beta_p_x_lpa,0.014633203210743925,0.0005851539091480338,0.04320597442438169
beta_p_x_sev,0.034764036779687146,0.0025911275985216835,0.08213658385977565
beta_p_x_sdi,0.0,0.0,0.0
