original_row_id,location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,ethnicity,Patients with AMD,split_stage,x_lpa,x_sdi,x_sev
342,Republic of Korea,68,Late-wet,6,Male,1,2008,85,89,74120,0.0138559093362115,0.0004293584351661,Asian ancestry,1027.0,Late-wet,18.57687207707148,0.833894627,43.15100039246264
343,Republic of Korea,68,Late-wet,6,Female,2,2008,85,89,197044,0.008323014149124,0.000204665116107,Asian ancestry,1640.0,Late-wet,28.11242241287432,0.833894627,23.729224953019408
344,Republic of Korea,68,Late-wet,6,Male,1,2008,90,94,17770,0.0112549240292628,0.0007913520593537,Asian ancestry,200.0,Late-wet,18.57687207707148,0.833894627,43.15100039246264
345,Republic of Korea,68,Late-wet,6,Female,2,2008,90,94,60559,0.004508000462359,0.0002722209313094,Asian ancestry,273.0,Late-wet,28.11242241287432,0.833894627,23.729224953019408
346,Republic of Korea,68,Late-wet,6,Male,1,2008,95,100,2848,0.0112359550561797,0.0019750647452546,Asian ancestry,32.0,Late-wet,18.57687207707148,0.833894627,43.15100039246264
347,Republic of Korea,68,Late-wet,6,Female,2,2008,95,100,14265,0.0028040658955485,0.0004427397028103,Asian ancestry,40.0,Late-wet,28.11242241287432,0.833894627,23.729224953019408
356,Nepal,164,Late-wet,6,Both,3,2013,60,69,950,0.0073684210526315,0.0027747218777313,Asian ancestry,7.0,Late-wet,10.35161990511118,0.380022326,33.207667631952795
357,Nepal,164,Late-wet,6,Both,3,2013,70,79,697,0.0057388809182209,0.0028611949235036,Asian ancestry,4.0,Late-wet,10.35161990511118,0.380022326,33.207667631952795
358,Nepal,164,Late-wet,6,Both,3,2013,80,95,213,0.0093896713615023,0.00660825541218,Asian ancestry,2.0,Late-wet,10.35161990511118,0.380022326,33.207667631952795
364,India,163,Late-wet,6,Both,3,2009,60,95,4772,0.007753562447611,0.0012697265512206,Asian ancestry,37.0,Late-wet,14.293387866913148,0.457672332,28.71197815737715
385,Japan,67,Late-wet,6,Male,1,2007,50,95,1158,0.0207253886010362,0.0041864827786089,Asian ancestry,24.0,Late-wet,34.00394278855204,0.83829416,39.77823107114854
388,Japan,67,Late-wet,6,Female,2,2007,50,95,1505,0.0053156146179402,0.001874351956081,Asian ancestry,8.0,Late-wet,45.03614464687483,0.83829416,23.18462986558044
421,China,6,Late-wet,6,Both,3,2017,50,95,1202,0.0108153078202995,0.0029833616446951,Asian ancestry,13.000000000000002,Late-wet,19.02720801865242,0.684619661,39.63319644668382
443,China,6,Late-wet,6,Male,1,2017,50,59,1898,0.000526870389884,0.0005267315753935,Asian ancestry,1.0,Late-wet,14.31753661663098,0.684619661,49.96635407061304
444,China,6,Late-wet,6,Male,1,2017,60,69,1211,0.0066061106523534,0.0023278853781792,Asian ancestry,8.0,Late-wet,14.31753661663098,0.684619661,49.96635407061304
445,China,6,Late-wet,6,Male,1,2017,70,97,435,0.0229885057471264,0.0071855593293101,Asian ancestry,10.0,Late-wet,14.31753661663098,0.684619661,49.96635407061304
446,China,6,Late-wet,6,Female,2,2017,50,59,2168,0.0,0.0,Asian ancestry,0.0,Late-wet,23.77438266417515,0.684619661,28.832715354190608
447,China,6,Late-wet,6,Female,2,2017,60,69,1489,0.002686366689053,0.0013413779897529,Asian ancestry,4.0,Late-wet,23.77438266417515,0.684619661,28.832715354190608
448,China,6,Late-wet,6,Female,2,2017,70,97,518,0.0193050193050193,0.0060455694767785,Asian ancestry,10.0,Late-wet,23.77438266417515,0.684619661,28.832715354190608
449,China,6,Late-wet,6,Both,3,2017,50,59,4066,0.0002459419576979,0.0002459117121149,Asian ancestry,1.0,Late-wet,19.02720801865242,0.684619661,39.63319644668382
450,China,6,Late-wet,6,Both,3,2017,60,69,2700,0.004074074074074,0.001225874743543,Asian ancestry,10.999999999999998,Late-wet,19.02720801865242,0.684619661,39.63319644668382
451,China,6,Late-wet,6,Both,3,2017,70,97,953,0.0209863588667366,0.0046431901424679,Asian ancestry,20.0,Late-wet,19.02720801865242,0.684619661,39.63319644668382
458,United States of America,102,Late-wet,6,Both,3,2010,45,54,376,0.0345744680851063,0.0094220026332858,Asian ancestry,13.0,Late-wet,22.22428187762928,0.825884658,28.241484520545068
459,United States of America,102,Late-wet,6,Both,3,2010,55,64,461,0.0672451193058568,0.0116644344431861,Asian ancestry,31.0,Late-wet,22.22428187762928,0.825884658,28.241484520545068
460,United States of America,102,Late-wet,6,Both,3,2010,65,74,304,0.1381578947368421,0.0197908713388539,Asian ancestry,42.00000000000001,Late-wet,22.22428187762928,0.825884658,28.241484520545068
461,United States of America,102,Late-wet,6,Both,3,2010,75,95,249,0.285140562248996,0.0286114689005629,Asian ancestry,71.0,Late-wet,22.22428187762928,0.825884658,28.241484520545068
462,Republic of Korea,68,Late-wet,6,Male,1,2017,40,49,1536,0.0,0.0,Asian ancestry,0.0,Late-wet,23.19783401556728,0.872617764,37.53195561735441
463,Republic of Korea,68,Late-wet,6,Female,2,2017,40,49,2031,0.0,0.0,Asian ancestry,0.0,Late-wet,32.47878719118329,0.872617764,17.41166936028813
464,Republic of Korea,68,Late-wet,6,Male,1,2017,50,59,1609,0.0068365444375388,0.0020542375517484,Asian ancestry,11.0,Late-wet,23.19783401556728,0.872617764,37.53195561735441
