original_row_id,location_name,location_id,stage,stage_id,sex_name,sex_id,year_id,age_start,age_end,effective_sample_size,value,standard_error,ethnicity,Patients with AMD,split_stage,x_lpa,x_sdi,x_sev,data_type,upper_ci,lower_ci
24,Netherlands,89,Early,4,Both,3,1990,55,64,3220,0.3611801242236024,0.0084649265806236,NR,1163.0,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
25,Netherlands,89,Early,4,Both,3,1990,65,74,3247,0.4619648906683092,0.0087492061403814,NR,1500.0,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
26,Netherlands,89,Early,4,Both,3,1990,75,84,2301,0.4671881790525858,0.0104009866564309,NR,1075.0,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
27,Netherlands,89,Early,4,Both,3,1990,85,98,1006,0.3727634194831014,0.0152452075896544,NR,375.0,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
266,United States of America,102,Early,4,Male,1,1997,50,59,491,0.0692464358452138,0.0114571162677617,NR,34.0,Early,15.16644973041776,0.783979278,38.915272930557634,p,,
267,United States of America,102,Early,4,Female,2,1997,50,59,779,0.0513478818998716,0.0079076243188129,NR,40.0,Early,25.65802996201684,0.783979278,33.94108898955987,p,,
268,United States of America,102,Early,4,Male,1,1997,60,69,347,0.0778097982708933,0.0143801249292084,NR,27.0,Early,15.16644973041776,0.783979278,38.915272930557634,p,,
269,United States of America,102,Early,4,Female,2,1997,60,69,512,0.0859375,0.0123863778261384,NR,44.0,Early,25.65802996201684,0.783979278,33.94108898955987,p,,
270,United States of America,102,Early,4,Male,1,1997,70,79,214,0.219626168224299,0.0283000044958395,NR,47.0,Early,15.16644973041776,0.783979278,38.915272930557634,p,,
271,United States of America,102,Early,4,Female,2,1997,70,79,300,0.1633333333333333,0.0213428798084634,NR,49.0,Early,25.65802996201684,0.783979278,33.94108898955987,p,,
272,United States of America,102,Early,4,Male,1,1997,80,95,36,0.1666666666666666,0.0621129993749941,NR,6.0,Early,15.16644973041776,0.783979278,38.915272930557634,p,,
273,United States of America,102,Early,4,Female,2,1997,80,95,97,0.3608247422680412,0.0487609620384999,NR,35.0,Early,25.65802996201684,0.783979278,33.94108898955987,p,,
416,Taiwan (Province of China),8,Early,4,Male,1,1999,65,69,246,0.3048780487804878,0.0293512111183678,NR,75.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
417,Taiwan (Province of China),8,Early,4,Male,1,1999,65,69,158,0.310126582278481,0.0367981223071756,NR,49.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
418,Taiwan (Province of China),8,Early,4,Male,1,1999,70,74,260,0.3153846153846154,0.028817540048975,NR,82.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
419,Taiwan (Province of China),8,Early,4,Male,1,1999,70,74,128,0.328125,0.0415010339079605,NR,42.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
420,Taiwan (Province of China),8,Early,4,Male,1,1999,75,79,101,0.3663366336633663,0.0479411876187132,NR,37.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
421,Taiwan (Province of China),8,Early,4,Male,1,1999,75,79,87,0.3563218390804598,0.0513447426574588,NR,31.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
422,Taiwan (Province of China),8,Early,4,Male,1,1999,80,84,30,0.4666666666666667,0.0910840068085297,NR,14.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
423,Taiwan (Province of China),8,Early,4,Male,1,1999,80,84,21,0.4285714285714285,0.1079898494312077,NR,9.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
424,Taiwan (Province of China),8,Early,4,Male,1,1999,85,95,21,0.3333333333333333,0.1028688999747279,NR,7.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
425,Taiwan (Province of China),8,Early,4,Male,1,1999,85,95,6,0.6666666666666666,0.1924500897298752,NR,4.0,Early,24.67685308601169,0.745338399,47.76344584857674,p,,
565,Italy,86,Early,4,Both,3,2005,61,64,79,0.379746835443038,0.0546031918682689,NR,30.000000000000004,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
566,Italy,86,Early,4,Both,3,2005,65,69,121,0.3884297520661157,0.0443084679122065,NR,47.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
567,Italy,86,Early,4,Both,3,2005,70,74,86,0.4534883720930232,0.0536826017103201,NR,39.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
568,Italy,86,Early,4,Both,3,2005,75,79,89,0.550561797752809,0.0527282096862689,NR,49.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
569,Italy,86,Early,4,Both,3,2005,80,95,45,0.4888888888888889,0.0745171931256846,NR,22.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
580,Italy,86,Early,4,Both,3,2005,61,64,66,0.5303030303030303,0.061432609832442,NR,35.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
581,Italy,86,Early,4,Both,3,2005,65,69,123,0.4715447154471545,0.0450104140416791,NR,58.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
582,Italy,86,Early,4,Both,3,2005,70,74,102,0.5392156862745098,0.0493548704263734,NR,55.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
583,Italy,86,Early,4,Both,3,2005,75,79,61,0.6229508196721312,0.0620527401202028,NR,38.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
584,Italy,86,Early,4,Both,3,2005,80,95,73,0.3561643835616438,0.0560468633956476,NR,26.0,Early,28.992082304573792,0.765689914,32.62396437236365,p,,
595,Iceland,83,Early,4,Both,3,2002,66,69,530,0.0679245283018867,0.0109295157548526,NR,36.0,Early,23.18223612662306,0.813400392,35.10074604325763,p,,
596,Iceland,83,Early,4,Both,3,2002,70,74,1582,0.0651074589127686,0.0062028743034953,NR,103.0,Early,23.18223612662306,0.813400392,35.10074604325763,p,,
597,Iceland,83,Early,4,Both,3,2002,75,79,1532,0.1599216710182767,0.0093644908079422,NR,245.0,Early,23.18223612662306,0.813400392,35.10074604325763,p,,
598,Iceland,83,Early,4,Both,3,2002,80,84,1192,0.2869127516778523,0.013101111197124,NR,342.0,Early,23.18223612662306,0.813400392,35.10074604325763,p,,
599,Iceland,83,Early,4,Both,3,2002,85,91,436,0.4701834862385321,0.0239030426601051,NR,205.0,Early,23.18223612662306,0.813400392,35.10074604325763,p,,
694,Japan,67,Early,4,Both,3,2008,50,59,1830,0.1885245901639344,0.0091431562111418,NR,345.0,Early,39.91874210940812,0.840301217,30.284791876787544,p,,
695,Japan,67,Early,4,Both,3,2008,60,69,2842,0.2311752287121745,0.0079081025966483,NR,657.0,Early,39.91874210940812,0.840301217,30.284791876787544,p,,
696,Japan,67,Early,4,Both,3,2008,70,74,923,0.2481040086673889,0.0142165731780148,NR,229.0,Early,39.91874210940812,0.840301217,30.284791876787544,p,,
899,Australia,71,Early,4,Both,3,2015,50,59,933,0.1189710610932476,0.0105992450395264,NR,111.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
900,Australia,71,Early,4,Both,3,2015,60,69,1181,0.1439458086367485,0.0102146900249291,NR,170.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
901,Australia,71,Early,4,Both,3,2015,70,79,718,0.1740947075208913,0.0141512787857892,NR,125.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
910,Australia,71,Early,4,Both,3,2015,40,49,571,0.0980735551663747,0.0124463917321976,NR,56.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
911,Australia,71,Early,4,Both,3,2015,50,59,590,0.1559322033898305,0.0149358714677582,NR,92.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
912,Australia,71,Early,4,Both,3,2015,60,69,284,0.1619718309859155,0.0218619997146783,NR,46.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
913,Australia,71,Early,4,Both,3,2015,70,92,124,0.1693548387096774,0.0336818340666167,NR,21.0,Early,40.48191666182101,0.824860715,25.01168331715078,p,,
950,China,6,Early,4,Male,1,2014,50,59,615,0.3821138211382114,0.0195935466741926,NR,235.00000000000003,Early,13.31726615644089,0.668640847,50.43202946232834,p,,
951,China,6,Early,4,Female,2,2014,50,59,883,0.3657984144960362,0.0162089252446223,NR,323.0,Early,22.61022529183845,0.668640847,30.99924226742662,p,,
952,China,6,Early,4,Male,1,2014,60,69,919,0.4461371055495103,0.0163974967104534,NR,410.0,Early,13.31726615644089,0.668640847,50.43202946232834,p,,
953,China,6,Early,4,Female,2,2014,60,69,751,0.4820239680426098,0.0182334638534379,NR,362.0,Early,22.61022529183845,0.668640847,30.99924226742662,p,,
954,China,6,Early,4,Male,1,2014,70,95,864,0.3900462962962963,0.0165939449242871,NR,337.0,Early,13.31726615644089,0.668640847,50.43202946232834,p,,
955,China,6,Early,4,Female,2,2014,70,95,849,0.3957597173144876,0.0167828914605959,NR,336.0,Early,22.61022529183845,0.668640847,30.99924226742662,p,,
976,China,6,Early,4,Both,3,2015,50,59,694,0.0706051873198847,0.0097238598705971,NR,49.0,Early,18.2466285271056,0.671940111,40.55827307029203,p,,
977,China,6,Early,4,Both,3,2015,60,69,697,0.1779053084648493,0.014485683313834,NR,124.0,Early,18.2466285271056,0.671940111,40.55827307029203,p,,
978,China,6,Early,4,Both,3,2015,70,79,585,0.1145299145299145,0.0131664435688781,NR,67.0,Early,18.2466285271056,0.671940111,40.55827307029203,p,,
979,China,6,Early,4,Both,3,2015,80,95,256,0.10546875,0.0191972789385954,NR,27.0,Early,18.2466285271056,0.671940111,40.55827307029203,p,,
989,Germany,81,Early,4,Both,3,2013,70,95,1040,0.2644230769230769,0.013675620971473,NR,275.0,Early,18.28797348560178,0.885926953,30.19969133121192,p,,
1011,Germany,81,Early,4,Both,3,2008,29,79,1841,0.048886474741988,0.0050255505414961,NR,90.0,Early,17.82229886644571,0.872552849,32.0271851860873,p,,
1015,Russian Federation,62,Early,4,Both,3,2015,40,49,1082,0.0508317929759704,0.0066776811059451,NR,55.0,Early,14.50687890483953,0.784913774,37.00355843797856,p,,
1016,Russian Federation,62,Early,4,Both,3,2015,50,59,1688,0.0758293838862559,0.0064433039761415,NR,128.0,Early,14.50687890483953,0.784913774,37.00355843797856,p,,
1017,Russian Federation,62,Early,4,Both,3,2015,60,69,1428,0.1043417366946778,0.0080897685267675,NR,149.0,Early,14.50687890483953,0.784913774,37.00355843797856,p,,
1018,Russian Federation,62,Early,4,Both,3,2015,70,79,579,0.1744386873920552,0.0157709113165032,NR,101.0,Early,14.50687890483953,0.784913774,37.00355843797856,p,,
1019,Russian Federation,62,Early,4,Both,3,2015,80,92,155,0.2,0.0321287731560999,NR,31.0,Early,14.50687890483953,0.784913774,37.00355843797856,p,,
1038,China,6,Early,4,Male,1,2017,50,59,1898,0.0979978925184404,0.0068243931777609,NR,186.0,Early,14.31753661663098,0.684619661,49.96635407061304,p,,
1039,China,6,Early,4,Male,1,2017,60,69,1211,0.1131296449215524,0.0091021965553205,NR,137.0,Early,14.31753661663098,0.684619661,49.96635407061304,p,,
1040,China,6,Early,4,Male,1,2017,70,97,435,0.1218390804597701,0.0156832379172458,NR,53.0,Early,14.31753661663098,0.684619661,49.96635407061304,p,,
1041,China,6,Early,4,Female,2,2017,50,59,2168,0.0857933579335793,0.006014774923018,NR,186.0,Early,23.77438266417515,0.684619661,28.832715354190608,p,,
1042,China,6,Early,4,Female,2,2017,60,69,1489,0.122229684351914,0.0084885095414026,NR,182.0,Early,23.77438266417515,0.684619661,28.832715354190608,p,,
1043,China,6,Early,4,Female,2,2017,70,97,518,0.1718146718146718,0.0165740639342643,NR,89.0,Early,23.77438266417515,0.684619661,28.832715354190608,p,,
1062,Spain,92,Early,4,Both,3,2013,55,65,61338,0.014574977990805,0.0004838947843317,NR,894.0,Early,22.57744736238809,0.747651982,36.79157002361213,p,,
1063,Spain,92,Early,4,Both,3,2013,66,75,37381,0.0355528209518204,0.0009577469966824,NR,1329.0,Early,22.57744736238809,0.747651982,36.79157002361213,p,,
1064,Spain,92,Early,4,Both,3,2013,76,85,17496,0.0593850022862368,0.0017867959248475,NR,1039.0,Early,22.57744736238809,0.747651982,36.79157002361213,p,,
1065,Spain,92,Early,4,Both,3,2013,85,95,3362,0.0746579417013682,0.0045330478419211,NR,251.0,Early,22.57744736238809,0.747651982,36.79157002361213,p,,
1087,Ireland,84,Early,4,Both,3,2013,55,64,1257,0.3070803500397772,0.0130106745434568,NR,386.0,Early,26.16115382538215,0.838644433,29.98146061841262,p,,
1088,Ireland,84,Early,4,Both,3,2013,65,74,1061,0.3091423185673893,0.0141878253366533,NR,328.0,Early,26.16115382538215,0.838644433,29.98146061841262,p,,
1089,Ireland,84,Early,4,Both,3,2013,75,84,325,0.2923076923076923,0.0252290373196895,NR,95.0,Early,26.16115382538215,0.838644433,29.98146061841262,p,,
1090,Ireland,84,Early,4,Both,3,2013,85,99,47,0.1914893617021276,0.0573939699659088,NR,9.0,Early,26.16115382538215,0.838644433,29.98146061841262,p,,
1108,Germany,81,Early,4,Both,3,2016,50,95,4016,0.1038346613545816,0.0048135822231177,NR,417.0,Early,18.36343264605485,0.890896369,29.38559063799729,p,,
1133,Russian Federation,62,Early,4,Both,3,2017,85,98,932,0.1351931330472103,0.0112002811614046,NR,126.0,Early,14.82683894765299,0.795669484,36.22062290827544,p,,
1137,United States of America,102,Early,4,Both,3,2018,65,95,2175803,0.0260000560712527,0.0001078839459088,NR,56571.0,Early,25.06636958430678,0.855049193,24.533978140820352,p,,
1141,United States of America,102,Early,4,Both,3,2019,65,95,2445163,0.0269998360027531,0.0001036532949621,NR,66019.0,Early,25.3907409165343,0.858578065,24.24773063724401,p,,
0,Australia,71,Early to intermediate,2,Male,1,1992,49,54,211,0.0473933649289099,0.014627642774083,NR,6.72762996118081,Early,25.79390785187702,0.733901404,38.97893443112841,p,,
1,Australia,71,Early to intermediate,2,Female,2,1992,49,54,264,0.0265151515151515,0.0098880280871273,NR,4.725709832329092,Early,35.33903138197924,0.733901404,34.20508105104858,p,,
2,Australia,71,Early to intermediate,2,Male,1,1992,55,64,503,0.0695825049701789,0.0113450123014384,NR,23.33507050334869,Early,25.79390785187702,0.733901404,38.97893443112841,p,,
3,Australia,71,Early to intermediate,2,Female,2,1992,55,64,639,0.0610328638497652,0.0094701452793497,NR,26.095156760225407,Early,35.33903138197924,0.733901404,34.20508105104858,p,,
4,Australia,71,Early to intermediate,2,Male,1,1992,65,74,506,0.1442687747035573,0.01561994869174,NR,46.55201592753899,Early,25.79390785187702,0.733901404,38.97893443112841,p,,
5,Australia,71,Early to intermediate,2,Female,2,1992,65,74,654,0.1697247706422018,0.0146789429200029,NR,71.06509069472793,Early,35.33903138197924,0.733901404,34.20508105104858,p,,
6,Australia,71,Early to intermediate,2,Male,1,1992,75,84,246,0.2439024390243902,0.0273797473711334,NR,37.15346435597114,Early,25.79390785187702,0.733901404,38.97893443112841,p,,
7,Australia,71,Early to intermediate,2,Female,2,1992,75,84,323,0.2724458204334365,0.0247725939253203,NR,54.719728750176735,Early,35.33903138197924,0.733901404,34.20508105104858,p,,
8,Australia,71,Early to intermediate,2,Male,1,1992,85,95,35,0.3142857142857143,0.0784693214086394,NR,6.704415572576392,Early,25.79390785187702,0.733901404,38.97893443112841,p,,
9,Australia,71,Early to intermediate,2,Female,2,1992,85,95,47,0.4680851063829787,0.072783771800876,NR,13.46473684496682,Early,35.33903138197924,0.733901404,34.20508105104858,p,,
20,Netherlands,89,Early to intermediate,2,Both,3,1990,55,64,3220,0.3981366459627329,0.0086265489581172,NR,856.086140493574,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
21,Netherlands,89,Early to intermediate,2,Both,3,1990,65,74,3247,0.5140129350169387,0.0087711842665457,NR,1066.190101244161,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
22,Netherlands,89,Early to intermediate,2,Both,3,1990,75,84,2301,0.5601912212081703,0.0103476513403474,NR,799.6627971917409,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
23,Netherlands,89,Early to intermediate,2,Both,3,1990,85,98,1006,0.525844930417495,0.0157430927632786,NR,323.0159145799667,Early,15.209754844646987,0.794612123,45.9305874410165,p,,
56,Barbados,107,Early to intermediate,2,Male,1,1995,40,49,526,0.1254752851711026,0.0144434940675364,NR,44.46918457997132,Early,25.06485578554531,0.676012247,17.21265989141646,p,,
57,Barbados,107,Early to intermediate,2,Female,2,1995,40,49,636,0.1792452830188679,0.0152090470600691,NR,77.07399045792977,Early,51.8140544697054,0.676012247,11.00067956962289,p,,
58,Barbados,107,Early to intermediate,2,Male,1,1995,50,59,393,0.2061068702290076,0.0204047360336785,NR,54.45521393588585,Early,25.06485578554531,0.676012247,17.21265989141646,p,,
59,Barbados,107,Early to intermediate,2,Female,2,1995,50,59,571,0.1856392294220665,0.0162714121852948,NR,71.51156323272907,Early,51.8140544697054,0.676012247,11.00067956962289,p,,
60,Barbados,107,Early to intermediate,2,Male,1,1995,60,69,307,0.260586319218241,0.0250524589321878,NR,52.19806693036346,Early,25.06485578554531,0.676012247,17.21265989141646,p,,
61,Barbados,107,Early to intermediate,2,Female,2,1995,60,69,464,0.2456896551724137,0.019985245015972,NR,74.66287718764066,Early,51.8140544697054,0.676012247,11.00067956962289,p,,
62,Barbados,107,Early to intermediate,2,Male,1,1995,70,79,171,0.2573099415204678,0.0334298196116907,NR,27.587063706383187,Early,25.06485578554531,0.676012247,17.21265989141646,p,,
63,Barbados,107,Early to intermediate,2,Female,2,1995,70,79,219,0.2100456621004566,0.0275255366640674,NR,28.9593240974071,Early,51.8140544697054,0.676012247,11.00067956962289,p,,
64,Barbados,107,Early to intermediate,2,Male,1,1995,80,95,28,0.1428571428571428,0.0661300071266108,NR,2.446248018702998,Early,25.06485578554531,0.676012247,17.21265989141646,p,,
65,Barbados,107,Early to intermediate,2,Female,2,1995,80,95,22,0.2272727272727272,0.0893460673985109,NR,3.070595957445313,Early,51.8140544697054,0.676012247,11.00067956962289,p,,
80,United States of America,102,Early to intermediate,2,Male,1,1993,48,54,1059,0.0226628895184136,0.0045733227916937,NR,16.14834931169006,Early,15.35815191283064,0.773103517,40.93012527867885,p,,
81,United States of America,102,Early to intermediate,2,Female,2,1993,48,54,1578,0.0228136882129277,0.0037586591064144,NR,24.30662724548022,Early,25.710959528308702,0.773103517,35.59556237485877,p,,
