var,mean,lower_95,upper_95
beta_p_x_sex,-0.0021996229931770506,-0.032200703235853674,0.028389725934504652
beta_p_x_sev,0.12545353281693336,0.020827920438740374,0.2358298692231902
beta_p_x_lpa,0.0,0.0,0.0
beta_p_x_sdi,0.0,0.0,0.0
