var,mean,lower_95,upper_95
beta_p_x_sex,0.04170517476515551,-0.066426275312235,0.14695197342172905
beta_p_x_lpa,0.04073727784215106,0.0019458788257430799,0.1095944027959437
beta_p_x_sev,0.0811174385279296,0.005578795032296669,0.19004594117360218
beta_p_x_sdi,0.0,0.0,0.0
