var,mean,lower_95,upper_95
beta_p_x_sex,-0.006381363444747969,-0.02033245587677315,0.007503463081710314
beta_p_x_lpa,0.01142901826130035,0.0003930504977397524,0.03487802979430855
beta_p_x_sev,0.030990057308784926,0.002217560302843604,0.07604333499761598
beta_p_x_sdi,0.0,0.0,0.0
beta_p[0],0.01142901826130035,0.0003930504977397524,0.03487802979430855
beta_p[1],0.0,0.0,0.0
beta_p[2],0.030990057308784926,0.002217560302843604,0.07604333499761598
beta_p[3],-0.006381363444747969,-0.02033245587677315,0.007503463081710314
