var,mean,lower_95,upper_95
beta_p_x_sex,2.3859446444958604e-05,-0.014542975076100105,0.015347549836083073
beta_p_x_lpa,0.014809826760682718,0.0006181145184084529,0.041284444022687126
beta_p_x_sev,0.023392210625555538,0.0009284518044163299,0.06094809434504244
beta_p_x_sdi,0.0,0.0,0.0
