age,sex,mean,lower_ci,upper_ci
72,Female,0.014022025025604836,0.010240653067883361,0.018904910933386615
73,Female,0.015396321642466758,0.011231140386666746,0.020739543659281996
74,Female,0.016769635504045463,0.012166167117346867,0.02273562213027083
75,Female,0.018378398543980396,0.013191888905974225,0.025146361360036815
76,Female,0.02061380439375652,0.015095423957852794,0.027777972134808412
77,Female,0.02271778973473941,0.01665880430500284,0.0304763695868406
78,Female,0.02512319972124113,0.01832273494939405,0.03376312252397947
79,Female,0.027483442078572343,0.019846408350623734,0.03723082241535159
80,Female,0.029842051194844673,0.02131599320194125,0.04075105662071475
81,Female,0.03322916681586003,0.023994766743876225,0.044783622468099964
82,Female,0.03654296877967775,0.026430904789638193,0.049112818136780874
83,Female,0.03953672422267148,0.028383584206250964,0.05334505742738142
84,Female,0.042496124758517995,0.030214239722727857,0.05762488698350986
85,Female,0.045315629410071355,0.03182457140376105,0.06192475458245532
86,Female,0.04822577506177703,0.034181488660395054,0.06507558960036597
87,Female,0.051256367799217856,0.0363875975143244,0.06921752449054838
88,Female,0.05432283392203884,0.03823744302026865,0.07370340157562343
89,Female,0.057126663577857124,0.03981373361517518,0.07823206375734156
90,Female,0.0600845863194899,0.04140865484407878,0.08326229935059706
91,Female,0.062074041088630336,0.04289096503005133,0.08533373299687426
92,Female,0.06389293306069128,0.044085286299538826,0.08772227706389615
93,Female,0.06555930254132612,0.0449469916704294,0.09029946109655795
94,Female,0.06729997966974008,0.045747275958256874,0.09366880885067014
95,Female,0.06755689383871818,0.04535200926653332,0.0949506858863763
96,Female,0.06932425388778476,0.04659786529566451,0.09735574833062308
97,Female,0.07109157970618199,0.047704724985888146,0.09999725376738973
98,Female,0.0728588729117093,0.048636110698329287,0.10299840112403427
99,Female,0.07462611104401211,0.04947775989541468,0.10626994994410761
100,Female,0.07639328674510948,0.050246058021431596,0.1097033225031364
