var,mean,lower_95,upper_95
beta_p_x_sex,0.015202320689696496,-0.08740527931512249,0.10971030153113324
beta_p_x_sev,0.0654708164800137,0.0025720470203653453,0.16838614975758406
beta_p_x_lpa,0.0,0.0,0.0
beta_p_x_sdi,0.0,0.0,0.0
