var,mean,lower_95,upper_95
beta_p_x_sex,0.04253233346301673,-0.06830535544748753,0.14907711752646277
beta_p_x_lpa,0.04207747149705672,0.0019634714639867362,0.1074665905458906
beta_p_x_sev,0.08146753559359868,0.0056651532151243056,0.19199305752653906
beta_p_x_sdi,0.0,0.0,0.0
beta_p[0],0.04207747149705672,0.0019634714639867362,0.1074665905458906
beta_p[1],0.0,0.0,0.0
beta_p[2],0.08146753559359868,0.0056651532151243056,0.19199305752653906
beta_p[3],0.04253233346301673,-0.06830535544748753,0.14907711752646277
